tenure_months,monthly_charges,contract_type,internet_service,support_tickets_6m,payment_method,churn
4,53.67730722856709,Two year,DSL,0,Mailed check,0
41,54.58695845836727,Two year,DSL,0,Mailed check,1
37,30.60148197021537,Two year,DSL,4,Credit card,0
43,48.32513077420793,Month-to-month,DSL,2,Bank transfer,0
68,124.27225221851741,Month-to-month,DSL,0,Credit card,1
49,35.135214084904696,One year,DSL,0,Mailed check,0
67,82.48873183474574,One year,DSL,11,Bank transfer,0
68,26.443983248730927,One year,None,2,Credit card,0
8,71.00422882131694,One year,Fiber optic,2,Credit card,0
20,,Month-to-month,DSL,2,Mailed check,0
71,90.35705995358438,Two year,Fiber optic,2,Electronic check,1
17,80.60371141110244,Two year,Fiber optic,3,Credit card,0
37,18.459104264635037,Month-to-month,DSL,1,Mailed check,1
69,32.36402726034766,Two year,Fiber optic,1,Electronic check,0
30,20.661489663251075,Month-to-month,DSL,0,Bank transfer,0
60,54.02652355785465,One year,DSL,2,Credit card,0
7,26.788671913766365,Month-to-month,DSL,2,Bank transfer,1
54,29.26957669195766,Two year,DSL,1,Electronic check,1
11,114.82592924630181,Two year,None,2,Mailed check,0
11,76.70365161565005,Two year,DSL,0,Credit card,1
3,68.70858289616734,Month-to-month,Fiber optic,0,Mailed check,0
28,,One year,Fiber optic,1,Electronic check,0
52,25.2304842530854,Month-to-month,None,1,Mailed check,0
63,42.74468097942416,One year,Fiber optic,1,Credit card,1
51,52.794654092909695,Two year,Fiber optic,1,Mailed check,1
15,91.57065708299481,Month-to-month,None,3,Mailed check,0
54,69.65809660103127,One year,DSL,0,Credit card,0
12,58.7778828516215,Two year,Fiber optic,1,Bank transfer,0
40,80.21799639535932,One year,Fiber optic,1,Electronic check,0
11,89.02704299268191,One year,Fiber optic,2,Credit card,0
39,28.309473354079678,Two year,Fiber optic,3,Mailed check,0
50,56.3701041069715,Month-to-month,Fiber optic,0,Credit card,1
7,56.91026472916171,Month-to-month,DSL,1,Credit card,1
28,16.869323191635544,Two year,Fiber optic,1,Mailed check,0
2,43.88942920120741,One year,Fiber optic,2,Credit card,0
3,75.22935156448013,Two year,DSL,0,Electronic check,0
56,57.05571266518394,Two year,DSL,2,Mailed check,0
67,37.48764159824427,Month-to-month,None,1,Bank transfer,0
62,31.689818241790423,Month-to-month,DSL,2,Bank transfer,0
16,43.812660517363064,Month-to-month,Fiber optic,2,Mailed check,0
5,34.67760902394852,Month-to-month,DSL,0,Electronic check,0
60,40.696910322052666,Month-to-month,Fiber optic,1,Electronic check,0
28,16.8986907063892,Two year,DSL,9,Electronic check,0
26,104.8787646758268,Month-to-month,DSL,1,Bank transfer,0
64,28.027351637343024,Month-to-month,None,1,Mailed check,1
45,55.36326375121968,Month-to-month,Fiber optic,0,Credit card,0
40,25.53494826317717,One year,DSL,1,Electronic check,1
62,37.96677052467186,Month-to-month,DSL,2,Mailed check,0
64,56.6436385718965,Month-to-month,Fiber optic,1,Mailed check,0
59,126.76542167488054,One year,Fiber optic,0,Electronic check,1
68,25.412650304554134,Month-to-month,None,1,Mailed check,0
34,46.624877667764025,Month-to-month,None,0,Electronic check,1
34,99.47361856278842,Month-to-month,Fiber optic,1,Mailed check,0
47,61.1746518343428,Month-to-month,Fiber optic,1,Credit card,0
39,66.42584145029787,Month-to-month,Fiber optic,0,Credit card,1
22,52.99171230340093,Month-to-month,Fiber optic,1,Mailed check,1
14,196.32283085433392,One year,Fiber optic,0,Credit card,0
2,61.75677886729551,Month-to-month,DSL,3,Electronic check,1
40,63.05269046113,Two year,Fiber optic,0,Mailed check,0
25,22.114362372433355,Month-to-month,Fiber optic,1,Credit card,0
63,32.00842405934913,Two year,DSL,3,Credit card,1
41,88.79222733151836,One year,DSL,0,Mailed check,1
51,8.100065393401337,Two year,DSL,1,Electronic check,0
66,67.11060167745043,One year,DSL,0,Mailed check,0
16,113.4618437624201,One year,None,2,Bank transfer,0
44,51.150399294108894,Month-to-month,Fiber optic,1,Credit card,0
29,99.00436574949529,Month-to-month,None,4,Mailed check,0
52,44.24010549504887,Month-to-month,DSL,1,Mailed check,0
49,43.52119600624427,One year,Fiber optic,0,Credit card,0
19,53.987847637609,Month-to-month,Fiber optic,3,Credit card,0
48,67.00208876108049,Month-to-month,DSL,3,Bank transfer,0
65,43.411289510898,Month-to-month,Fiber optic,0,Mailed check,0
4,57.50284957368325,Two year,Fiber optic,0,Mailed check,0
47,81.27990569083775,Month-to-month,Fiber optic,0,Bank transfer,0
50,35.44959047791417,Month-to-month,DSL,2,Electronic check,0
18,120.80639673921384,One year,DSL,1,Bank transfer,0
70,51.46318591226319,One year,DSL,1,Bank transfer,0
50,53.69417802498291,Month-to-month,DSL,0,Electronic check,0
9,88.18658516781021,Month-to-month,DSL,1,Credit card,0
43,95.76190757696558,Month-to-month,Fiber optic,2,Bank transfer,1
54,36.57799711336947,Two year,Fiber optic,0,Electronic check,1
27,91.57577240444691,Two year,DSL,1,Electronic check,0
30,53.95838409355669,Month-to-month,Fiber optic,0,Mailed check,0
36,50.52013224241205,Two year,None,1,Credit card,0
29,31.67028379186212,Month-to-month,Fiber optic,2,Mailed check,0
5,51.178659110001625,Month-to-month,Fiber optic,0,Mailed check,1
2,70.25703978747775,Month-to-month,DSL,8,Mailed check,0
8,60.162785291290234,Month-to-month,DSL,0,Mailed check,0
8,47.977611404273794,One year,Fiber optic,1,Credit card,0
36,32.514639513577684,Two year,Fiber optic,0,Mailed check,0
14,166.28453904624314,Two year,DSL,1,Bank transfer,0
37,64.04630988545351,One year,None,0,Mailed check,0
38,89.54593983991883,Month-to-month,Fiber optic,0,Credit card,0
25,45.71480682211133,Two year,DSL,2,Credit card,1
32,13.429893664460593,One year,DSL,1,Electronic check,0
68,79.44951593523042,Two year,None,0,Electronic check,1
24,,One year,Fiber optic,1,Electronic check,0
17,96.47410690900165,Two year,Fiber optic,1,Credit card,0
56,37.56294584677411,Month-to-month,DSL,1,Credit card,0
59,38.28443571880972,Month-to-month,DSL,1,Bank transfer,0
64,55.46541821807981,Month-to-month,Fiber optic,0,Electronic check,0
37,60.77710677893287,One year,DSL,0,Electronic check,0
56,39.44570727739473,Month-to-month,Fiber optic,3,Mailed check,1
69,80.58407755745614,One year,Fiber optic,0,Electronic check,0
9,90.6010775669384,Month-to-month,DSL,2,Mailed check,0
18,137.3880178008628,Month-to-month,None,3,Mailed check,1
19,86.29417428761089,Two year,DSL,1,Bank transfer,1
65,81.89798870824549,One year,Fiber optic,3,Mailed check,0
56,,Month-to-month,Fiber optic,1,Electronic check,1
41,56.82287442684178,Month-to-month,None,9,Bank transfer,0
35,41.85722064070511,Month-to-month,Fiber optic,0,Bank transfer,0
29,76.98002460511907,Two year,DSL,0,Credit card,1
62,70.49318660428946,Two year,DSL,0,Credit card,0
34,20.85337209803165,One year,DSL,2,Electronic check,1
21,31.490557686215784,Month-to-month,None,1,Bank transfer,1
33,39.63731968963428,Month-to-month,Fiber optic,2,Bank transfer,0
58,81.11443596214576,Month-to-month,DSL,0,Credit card,1
47,16.483551023086903,Month-to-month,Fiber optic,3,Bank transfer,1
55,120.58563178671382,Two year,DSL,0,Electronic check,0
69,21.936450667040948,One year,Fiber optic,1,Bank transfer,0
54,34.38887709733086,One year,Fiber optic,3,Electronic check,0
19,62.517272937626245,One year,DSL,0,Mailed check,0
20,35.564905388707736,One year,Fiber optic,2,Mailed check,0
56,99.5454154452367,Month-to-month,DSL,1,Credit card,0
42,68.35276726416024,Month-to-month,DSL,1,Electronic check,1
65,47.84665523203476,Month-to-month,DSL,2,Credit card,0
70,67.95046613466798,Month-to-month,DSL,0,Electronic check,0
2,71.93411965894093,One year,Fiber optic,2,Mailed check,1
6,81.80271286429169,Month-to-month,DSL,3,Mailed check,1
53,57.905614327913916,Two year,None,3,Mailed check,0
57,45.94272865864637,One year,None,3,Electronic check,0
68,18.303775563649832,Month-to-month,DSL,3,Electronic check,1
42,115.75207487369416,Month-to-month,None,0,Electronic check,1
39,29.092650098041524,Month-to-month,None,1,Electronic check,1
5,63.610684724557764,One year,DSL,0,Bank transfer,0
33,16.224868652740483,Month-to-month,None,8,Credit card,0
14,58.994553251041204,Month-to-month,Fiber optic,3,Bank transfer,0
18,55.9658419163604,Month-to-month,Fiber optic,1,Mailed check,1
31,29.658351212417305,Month-to-month,Fiber optic,0,Electronic check,0
30,51.05700620778088,Two year,DSL,1,Bank transfer,1
8,20.586802515210852,Two year,DSL,1,Mailed check,1
1,71.38733594233383,One year,DSL,1,Credit card,0
30,33.575598043743284,Month-to-month,DSL,0,Bank transfer,0
53,49.204132196262854,One year,Fiber optic,0,Credit card,0
67,112.40098549136583,Two year,DSL,1,Electronic check,0
43,74.92692983907916,Two year,Fiber optic,2,Electronic check,0
58,99.18109597035833,Month-to-month,Fiber optic,8,Bank transfer,0
40,62.99517590213059,One year,Fiber optic,9,Bank transfer,0
62,42.90399088920224,Month-to-month,DSL,1,Electronic check,1
27,52.16505410566958,Month-to-month,Fiber optic,0,Mailed check,0
47,62.04044557955585,One year,DSL,0,Mailed check,1
35,154.2802258256421,Month-to-month,DSL,3,Mailed check,0
70,35.53603871518506,One year,DSL,1,Credit card,0
38,61.84614757855235,One year,DSL,2,Bank transfer,0
30,27.358473060924865,Month-to-month,Fiber optic,2,Credit card,0
59,43.378842595237835,Month-to-month,DSL,0,Bank transfer,0
10,63.32296472987611,Two year,DSL,0,Bank transfer,0
32,71.41831564574642,One year,DSL,9,Mailed check,0
9,37.66575245715388,Month-to-month,DSL,0,Electronic check,0
29,59.179481844451765,Month-to-month,Fiber optic,2,Electronic check,0
35,44.215757500791035,One year,Fiber optic,2,Mailed check,1
33,47.71513452366698,Two year,Fiber optic,1,Credit card,0
19,68.7320054371459,Month-to-month,Fiber optic,10,Mailed check,0
48,118.47029571583514,One year,DSL,8,Electronic check,0
2,63.927455164781,Month-to-month,DSL,1,Mailed check,1
49,73.62412385640928,Two year,Fiber optic,1,Bank transfer,0
62,26.14541353690347,Two year,Fiber optic,1,Mailed check,1
10,71.40377089283298,One year,Fiber optic,2,Bank transfer,0
39,48.9688855110869,Two year,None,3,Mailed check,1
22,54.21099004301473,Two year,Fiber optic,1,Credit card,0
67,33.12575194989293,Two year,DSL,3,Credit card,0
28,73.8980976247171,One year,DSL,2,Bank transfer,1
54,63.21351396069632,Month-to-month,None,1,Mailed check,0
42,83.41215988289682,One year,None,1,Mailed check,0
11,54.34178036778783,Month-to-month,Fiber optic,1,Bank transfer,0
27,48.401237843586685,Month-to-month,None,2,Credit card,0
20,78.81546216310687,Month-to-month,DSL,1,Electronic check,0
51,36.69154794090493,Month-to-month,DSL,2,Mailed check,0
51,45.778888720235585,Month-to-month,Fiber optic,10,Electronic check,0
43,114.94114620071842,Two year,Fiber optic,1,Electronic check,0
44,,Month-to-month,Fiber optic,2,Bank transfer,0
45,64.2067094234888,Month-to-month,DSL,0,Credit card,1
23,33.72431443132216,Month-to-month,DSL,2,Credit card,0
25,96.15105803642348,One year,DSL,0,Bank transfer,1
25,54.86301049139006,One year,DSL,3,Credit card,0
16,53.01467900793268,Month-to-month,Fiber optic,3,Mailed check,0
58,36.636940009360316,Two year,Fiber optic,1,Electronic check,0
61,41.48150327311617,Month-to-month,Fiber optic,2,Mailed check,1
70,40.15853459325996,Month-to-month,DSL,1,Credit card,0
29,43.62440751482325,Month-to-month,Fiber optic,0,Credit card,0
20,79.61330139951417,One year,None,1,Mailed check,0
45,38.39698093283201,Two year,DSL,2,Electronic check,0
8,35.81803681942901,Month-to-month,DSL,1,Mailed check,1
68,12.1665377033453,Two year,None,1,Mailed check,0
14,50.60109233152555,Two year,Fiber optic,2,Electronic check,0
67,79.08550131564054,One year,DSL,2,Bank transfer,0
35,55.23005694090222,Month-to-month,DSL,1,Bank transfer,0
42,142.24037518837363,One year,Fiber optic,0,Mailed check,1
65,87.50459918537194,Month-to-month,DSL,2,Mailed check,0
63,46.99499705469084,Month-to-month,DSL,2,Credit card,1
65,18.0833707413556,Month-to-month,Fiber optic,10,Credit card,0
9,52.737634473845866,Month-to-month,DSL,0,Credit card,0
29,49.09401538536834,Month-to-month,DSL,3,Credit card,0
59,34.351860357988734,Two year,None,1,Bank transfer,0
2,44.485635448779355,Month-to-month,Fiber optic,0,Electronic check,1
6,47.08620419567256,One year,Fiber optic,1,Credit card,1
33,41.46810008261915,Month-to-month,None,1,Credit card,0
55,69.17273063847881,Month-to-month,Fiber optic,0,Mailed check,1
36,22.037965481065022,Month-to-month,Fiber optic,3,Electronic check,0
5,57.82463952241404,One year,DSL,1,Electronic check,0
9,59.96785677929697,Month-to-month,None,0,Mailed check,0
25,32.88582169408395,One year,Fiber optic,1,Mailed check,1
40,37.03913421880215,Month-to-month,DSL,1,Bank transfer,1
71,127.9836764514141,Two year,Fiber optic,3,Credit card,0
15,,Month-to-month,DSL,1,Bank transfer,0
21,74.2711600954596,Month-to-month,Fiber optic,2,Credit card,1
7,42.420158098083384,Month-to-month,DSL,0,Electronic check,0
61,44.83689557835726,Two year,None,1,Credit card,0
30,36.688537115718205,Month-to-month,Fiber optic,2,Bank transfer,0
47,71.46105085747577,One year,Fiber optic,10,Mailed check,0
14,94.8142229068679,Month-to-month,None,2,Bank transfer,0
18,,One year,Fiber optic,1,Electronic check,0
27,115.36205289224466,One year,Fiber optic,1,Bank transfer,0
8,36.6416149745718,Month-to-month,Fiber optic,1,Electronic check,0
54,91.72069374185287,Month-to-month,DSL,0,Mailed check,0
63,12.74563930175388,Month-to-month,Fiber optic,1,Electronic check,1
37,64.01587302362815,Month-to-month,Fiber optic,2,Mailed check,1
67,114.23589915311905,Month-to-month,Fiber optic,1,Electronic check,0
37,61.89288651776571,Month-to-month,DSL,0,Mailed check,0
30,54.67662876334266,Month-to-month,Fiber optic,0,Mailed check,0
3,,Month-to-month,DSL,0,Credit card,0
50,67.56677850531926,Month-to-month,Fiber optic,0,Credit card,0
55,60.964813956431094,Two year,None,0,Credit card,0
36,64.77163582201524,One year,None,1,Electronic check,0
53,28.59769942891554,Month-to-month,DSL,2,Electronic check,0
3,40.114122306498665,Month-to-month,DSL,0,Electronic check,1
31,16.566777917993228,Month-to-month,Fiber optic,0,Mailed check,0
28,94.23496632155238,Month-to-month,Fiber optic,0,Credit card,0
40,56.61396380366231,Month-to-month,None,0,Electronic check,0
64,49.03826937324257,One year,Fiber optic,1,Credit card,0
44,47.246323548726075,One year,Fiber optic,0,Credit card,0
41,,Two year,DSL,0,Electronic check,1
61,27.897547612538425,One year,Fiber optic,2,Electronic check,0
38,50.490600658680414,Two year,DSL,0,Electronic check,0
15,45.66618854553165,Month-to-month,Fiber optic,0,Mailed check,1
21,,Month-to-month,Fiber optic,1,Credit card,0
59,81.37108438481692,Month-to-month,Fiber optic,1,Mailed check,0
16,39.680505265334425,Two year,Fiber optic,0,Mailed check,1
34,85.64015294422977,Two year,Fiber optic,3,Mailed check,0
30,53.043070211159886,Month-to-month,DSL,1,Electronic check,0
45,15.694516613078546,Two year,Fiber optic,2,Credit card,0
70,100.05544974456149,Two year,Fiber optic,0,Mailed check,0
19,37.124806630897545,Month-to-month,DSL,0,Electronic check,1
36,47.223268490904644,Month-to-month,DSL,2,Credit card,0
5,81.11507308577389,Month-to-month,Fiber optic,1,Mailed check,1
24,42.046032333178864,Two year,DSL,2,Credit card,0
42,59.090567789780636,Month-to-month,DSL,2,Electronic check,1
52,27.250024202616096,One year,Fiber optic,2,Bank transfer,0
64,63.55527085089995,Month-to-month,None,1,Bank transfer,0
63,118.80261594682689,One year,None,1,Mailed check,0
11,58.054835267092486,Month-to-month,None,1,Mailed check,0
10,51.70719238271785,Month-to-month,None,2,Credit card,0
15,42.03883805326773,Month-to-month,DSL,0,Mailed check,0
0,27.60213676544402,Month-to-month,Fiber optic,0,Credit card,0
21,17.70858961275167,Month-to-month,Fiber optic,1,Credit card,0
4,20.170446276698506,One year,DSL,0,Electronic check,0
24,24.166751954728245,Month-to-month,None,8,Credit card,0
23,40.875828357516234,Month-to-month,DSL,0,Mailed check,0
38,51.21856510819504,Month-to-month,None,2,Bank transfer,1
6,46.97202186445585,Month-to-month,DSL,0,Electronic check,0
69,78.28533927295385,Month-to-month,Fiber optic,2,Credit card,0
43,84.89529566793126,Month-to-month,Fiber optic,2,Bank transfer,1
44,125.61410658194117,Month-to-month,Fiber optic,0,Mailed check,1
43,82.70300404178302,Two year,Fiber optic,3,Bank transfer,0
49,76.76128200685281,Month-to-month,Fiber optic,0,Credit card,0
57,45.88779374008933,Month-to-month,DSL,1,Bank transfer,1
54,67.79314451043611,Month-to-month,DSL,3,Mailed check,0
57,34.414295716134085,Two year,DSL,2,Bank transfer,0
2,55.55989901110522,Month-to-month,DSL,2,Credit card,0
27,118.96221900201103,Two year,Fiber optic,1,Credit card,0
26,117.84128301995102,Two year,DSL,0,Credit card,1
52,118.16631850273198,Month-to-month,Fiber optic,8,Mailed check,0
28,31.94710753245022,Month-to-month,DSL,1,Credit card,0
58,100.82386354907986,Month-to-month,Fiber optic,2,Mailed check,0
31,32.440983911678444,Month-to-month,DSL,1,Mailed check,0
66,75.01998489263976,One year,Fiber optic,1,Bank transfer,1
66,62.712399124370826,Two year,Fiber optic,0,Mailed check,0
54,83.99018009112582,Month-to-month,Fiber optic,1,Credit card,0
44,81.98336440828268,Month-to-month,Fiber optic,2,Electronic check,0
48,,Two year,DSL,2,Mailed check,0
42,43.26965390718879,Month-to-month,DSL,2,Electronic check,0
53,77.04913359837893,Two year,Fiber optic,1,Mailed check,1
58,78.90393706049309,Month-to-month,Fiber optic,4,Electronic check,0
23,141.52744678410681,Two year,None,11,Bank transfer,0
45,35.48542507874435,Two year,None,0,Mailed check,1
17,53.96873910131346,Month-to-month,None,0,Mailed check,1
37,114.09153578446067,Two year,DSL,1,Mailed check,0
5,44.02622476298345,Month-to-month,Fiber optic,2,Bank transfer,0
58,24.162803550420502,One year,Fiber optic,1,Credit card,1
19,39.63658567365783,Month-to-month,DSL,1,Credit card,0
23,67.87572777135924,One year,DSL,1,Credit card,0
9,41.69772491013436,Two year,Fiber optic,4,Electronic check,0
13,61.04173836956847,Month-to-month,DSL,0,Credit card,1
0,51.53434248139995,Month-to-month,DSL,0,Mailed check,0
61,69.28454307060306,Month-to-month,None,0,Credit card,1
62,100.56238057273774,Month-to-month,Fiber optic,3,Electronic check,0
24,33.79026141296958,Month-to-month,DSL,2,Electronic check,1
14,101.9818733292964,Month-to-month,Fiber optic,1,Credit card,0
54,53.80055519915609,Month-to-month,DSL,1,Credit card,0
